Instituição financeira;tx a.m.;tx a.a.;data_i;data_f;segmento;modalidade;tipo_encargo;nome_do_arquivo
SANTANA S.A. - CFI;2,37%;32,51%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
BCO DO NORDESTE DO BRASIL S.A.;2,61%;36,22%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
CREDITÁ S.A. CFI;2,63%;36,50%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
BCO SANTANDER (BRASIL) S.A.;2,86%;40,31%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
SIMPALA S.A. CFI;2,87%;40,35%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
FINANC ALFA S.A. CFI;2,92%;41,33%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
BRB - BCO DE BRASILIA S.A.;2,94%;41,55%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
SINOSSERRA S/A - SCFI;3,16%;45,33%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
PORTOSEG S.A. CFI;3,22%;46,32%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
BCO DO BRASIL S.A.;3,26%;46,88%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
CAIXA ECONOMICA FEDERAL;3,31%;47,74%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
SOCINAL S.A. CFI;3,50%;51,11%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
AYMORÉ CFI S.A.;3,59%;52,69%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
NU FINANCEIRA S.A. CFI;3,60%;52,85%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
OMNI BANCO S.A.;3,70%;54,71%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
BCO BANESTES S.A.;3,72%;54,95%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
BANCO ORIGINAL;3,75%;55,46%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
BCO DO EST. DO PA S.A.;3,78%;56,15%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
BCO DO ESTADO DO RS S.A.;4,44%;68,42%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
BCO BRADESCO S.A.;4,45%;68,61%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
BV FINANCEIRA S.A. CFI;4,90%;77,56%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
CENTROCRED S.A. CFI;5,55%;91,21%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
SOROCRED CFI S.A.;5,76%;95,90%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
OMNI SA CFI;5,81%;96,85%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
BCO LOSANGO S.A.;6,09%;103,28%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
BANCO DIGIO;6,51%;113,18%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
ZEMA CFI S/A;7,88%;148,45%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
KREDILIG S.A. - CFI;8,23%;158,32%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
GOLCRED S/A - CFI;8,51%;166,33%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
BECKER FINANCEIRA SA - CFI;8,56%;168,00%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
BCO MERCANTIL DO BRASIL S.A.;9,07%;183,30%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
FINAMAX S.A. CFI;9,14%;185,60%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
HS FINANCEIRA;9,70%;203,67%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
SAX S.A. CFI;9,74%;205,05%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
GAZINCRED S.A. SCFI;10,35%;226,16%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
SENFF S.A. - CFI;10,61%;235,30%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
PORTOCRED S.A. - CFI;10,74%;240,28%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
BANCO TOPÁZIO S.A.;11,35%;263,42%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
CREDIARE CFI S.A.;11,59%;272,63%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
BANCO SEMEAR;12,06%;292,18%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
VIA CERTA FINANCIADORA S.A. - CFI;12,07%;292,52%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
LEBES FINANCEIRA CFI SA;12,44%;308,33%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
BCO DAYCOVAL S.A;13,23%;344,19%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
REALIZE CFI S.A.;13,32%;348,38%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
LECCA CFI S.A.;13,42%;353,20%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
NEGRESCO S.A. - CFI;13,53%;358,69%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
BCO AGIBANK S.A.;13,79%;371,49%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
AGORACRED S/A SCFI;14,94%;431,95%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
BANCOSEGURO S.A.;17,37%;583,70%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
BCO BMG S.A.;19,69%;764,75%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
FACTA S.A. CFI;20,55%;842,06%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
CREFISA S.A. CFI;21,58%;943,43%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
JBCRED S.A. SCFI;25,22%;1386,19%;18/05/2020;22/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-18-05-2020.csv
BCO ABC BRASIL S.A.;0,76%;9,50%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BCO SAFRA S.A.;0,80%;9,99%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BCO PINE S.A.;1,00%;12,68%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BCO RENDIMENTO S.A.;1,00%;12,73%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BCO ANDBANK S.A.;1,06%;13,48%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BCO TRICURY S.A.;1,20%;15,39%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BCO VOLVO BRASIL S.A.;1,40%;18,16%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
ITAÚ UNIBANCO S.A.;1,46%;19,01%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BCO TOYOTA DO BRASIL S.A.;1,50%;19,56%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BANCO INTER;1,75%;23,19%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BCO DA AMAZONIA S.A.;1,84%;24,44%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BCO MÁXIMA S.A.;1,90%;25,30%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BANCO PAN;2,10%;28,26%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BCO A.J. RENNER S.A.;2,10%;28,35%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BANCO INBURSA;2,20%;29,83%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BCO DO EST. DE SE S.A.;2,27%;30,85%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BCO DO NORDESTE DO BRASIL S.A.;2,57%;35,62%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
SANTANA S.A. - CFI;2,61%;36,29%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
CREDITÁ S.A. CFI;2,63%;36,50%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BCO SANTANDER (BRASIL) S.A.;2,74%;38,37%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BRB - BCO DE BRASILIA S.A.;2,89%;40,79%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
SIMPALA S.A. CFI;2,91%;41,10%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
FINANC ALFA S.A. CFI;3,01%;42,71%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
SINOSSERRA S/A - SCFI;3,16%;45,33%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BCO DO BRASIL S.A.;3,26%;47,01%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
CAIXA ECONOMICA FEDERAL;3,28%;47,31%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
AYMORÉ CFI S.A.;3,42%;49,77%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
SOCINAL S.A. CFI;3,50%;51,11%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
PORTOSEG S.A. CFI;3,52%;51,43%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
NU FINANCEIRA S.A. CFI;3,62%;53,22%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
OMNI BANCO S.A.;3,63%;53,38%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BCO DO EST. DO PA S.A.;3,78%;55,99%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BCO BANESTES S.A.;3,85%;57,43%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BANCO ORIGINAL;4,15%;62,81%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BCO DO ESTADO DO RS S.A.;4,31%;65,85%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BCO BRADESCO S.A.;4,44%;68,51%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BV FINANCEIRA S.A. CFI;4,89%;77,36%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
SOROCRED CFI S.A.;5,67%;93,82%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
CENTROCRED S.A. CFI;5,73%;95,13%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BCO LOSANGO S.A.;5,96%;100,35%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
OMNI SA CFI;5,98%;100,72%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BANCO DIGIO;6,48%;112,52%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
ZEMA CFI S/A;7,73%;144,49%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
KREDILIG S.A. - CFI;8,27%;159,43%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
GOLCRED S/A - CFI;8,49%;165,80%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BECKER FINANCEIRA SA - CFI;8,59%;168,72%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
FINAMAX S.A. CFI;9,08%;183,79%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
BCO MERCANTIL DO BRASIL S.A.;9,11%;184,56%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
SAX S.A. CFI;9,77%;206,10%;19/05/2020;25/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-19-05-2020.csv
